ID,Districte,Categoria,Subcategoria,Títol,Descripció,Propostes,Suports,Comentaris,Participants,Intervencions,URL
5869,,Bon viure,Cultura,"Accions de col·laboració internacional que afavoreixin la circulació de creadors, produccions, idees i debats públics","<div>Promoure i articular les xarxes horitzontals de cooperació i l'acció internacional que duen a terme els equipaments, entitats i institucions culturals de la ciutat per donar visibilitat a la seva tasca. Situar la nostra ciutat al mapa internacional, tot contribuint a compartir experiències, patrimoni i coneixement amb altres ciutats del món. Reforçar la presència i la visibilitat de la creació i la cultura catalana a tot el món en tota la seva pluralitat i diversitat.</div>",5,36,6,28,0,https://decidim.barcelona/action_plans/5869
5871,,Bon viure,Cultura,Impulsar la xarxa de fàbriques i espais de creació,"<div>Dotar amb més recursos la xarxa de fàbriques de creació, perquè puguin desenvolupar els projectes, tot desplegant-ne el potencial d'impuls a la innovació, la creativitat i els processos artístics. També cal donar visibilitat a la xarxa i treballar per reforçar la seva relació amb la ciutadania, les entitats, les comunitats i el territori.</div>",7,20,7,100,0,https://decidim.barcelona/action_plans/5871
5868,,Bon viure,Cultura,Pla Biblioteques de Barcelona: 10 anys +,"<div>En el marc de l'actual Pla <i>Biblioteques de Barcelona, 10 anys +. Nous reptes, noves oportunitats</i>, s’identificaran els objectius per als propers anys. Es treballarà per respondre a les demandes de nous horaris a les biblioteques i sales d’estudi i es fomentarà l’adaptació de les biblioteques a les noves tecnologies, amb l’objectiu que la ciutadania pugui obtenir la màxima accessibilitat als seus fons documentals, gràfics o multimèdia. </div>",6,26,10,10,0,https://decidim.barcelona/action_plans/5868
5866,,Bon viure,Cultura,"Pla de suport al sector del llibre, impulsant el foment de la lectura i la difusió del llibre","<div>En el marc del programa de la Unesco Barcelona Ciutat Literària, promoure el treball dels escriptors i donar suport a la tasca de llibreters, editors, traductors i altres agents del sector en una aposta clara pel talent i la creativitat locals. En paral·lel, seguir impulsant les biblioteques com a prescriptors culturals i fomentar la visibilització del patrimoni literari a l’espai urbà. Així mateix, enfortir els programes que promouen l’hàbit de la lectura.</div>",2,41,8,0,0,https://decidim.barcelona/action_plans/5866
5865,,Bon viure,Cultura,Pla de foment a la cultura de proximitat i la descentralització de les activitats culturals,"<div>Crear taules de coordinació entre Districtes i l'Institut de Cultura i donar suport al teixit associatiu dels barris i a les activitats que despleguen. Crear una programació regular i estable, que ofereixi propostes innovadores a tots els barris de la ciutat, amb programes pilot de proximitat que prevegin no només l'exhibició, sinó també els processos de treball i les pràctiques col·laboratives, tot promovent la diversitat de formats.</div>",15,85,20,159,0,https://decidim.barcelona/action_plans/5865
5870,,Bon viure,Cultura,Potenciar els ensenyaments artístics com una eina educativa de primer ordre,"<div>Dissenyar un pla de mesures i accions per estendre i ampliar al conjunt de la ciutat la formació i pràctica artística, sobretot en els territoris amb dèficit d’activitat en aquest àmbit i preferentment entre la població infantil i adolescent, fora de l'àmbit reglat. Desenvolupar un pla per a l’impuls de centres d’ensenyament artístic, donant suport a les escoles d'art i a les activitats que aposten per projectes que, avui en dia, fomenten l'aprenentatge de la pràctica artística, i definir i detectar bones pràctiques i potencialitats en aquest àmbit.</div>",7,6,1,106,0,https://decidim.barcelona/action_plans/5870
5863,,Bon viure,Educació i coneixement ,Pla d’educació i cultura per aprofundir la relació entre les pràctiques artístiques i culturals i els programes escolars,"<div>En l'àmbit de l'educació reglada, fomentar projectes que vinculin els centres educatius de primària i secundària i els equipaments i projectes culturals i creatius de territori i de ciutat. Desenvolupar projectes estructurals a llarg termini, que garanteixin una formació permanent i innovadora a partir de la creació artística i la visió crítica de la cultura contemporània, i contribuir en la concepció de ciutadans actius, participatius i crítics. </div>",20,109,39,339,0,https://decidim.barcelona/action_plans/5863
5904,,Economia plural,Ocupació de qualitat,"Pla de foment de l'ocupació, que fomenti la proximitat i l'economia plural","<div>Ampliar serveis i programes per a l’ocupació, incloent una estratègia coordinada d’elaboració de plans de desenvolupament socioeconòmic a tots els districtes concertada amb els agents del territori, per fer possible la implicació del màxim nombre i pluralitat d’agents, tant en la diagnosi i l’elaboració de propostes, com en la posada en marxa, el seguiment i l’avaluació dels plans. Barcelona Activa, com a agència de desenvolupament local, tindrà un rol destacat en aquest àmbit, ja que establirà el treball territorial reequilibrador com una línia prioritària d’actuació. Es crearan mecanismes de coordinació i col·laboració a cada districte amb els corresponents agents clau (operadors públics i privats, empreses, xarxes i entitats) per detectar les oportunitats i els potencials en la creació d’ocupació que té cada territori.</div>",26,123,40,542,0,https://decidim.barcelona/action_plans/5904
5935,Ciutat Vella,Bon viure,Educació i coneixement ,"Desenvolupar un programa per promoure la relació de les institucions científiques i universitàries amb entitats, centres educatius i altres equipaments",<div>Crear espais on s’estableixin marcs de relació i aprenentatge mutu amb entitats i altres equipaments per compartir coneixement i experiència i aprofitar la diversitat cultural i científica que hi ha als barris.</div>,1,9,1,0,0,https://decidim.barcelona/action_plans/5935
6431,Horta - Guinardó,Bon viure,Sanitat i salut,Millora dels equipaments sanitaris del Districte,<div>Avaluar les necessitats en matèria d'equipaments sanitaris al Districte i treballar per buscar ubicacions òptimes per a respondre a les necessitats.</div>,1,12,0,40,0,https://decidim.barcelona/action_plans/6431
5918,,Transició ecològica,Urbanisme per als barris,Impulsar Can Batlló,<div>Continuar el desenvolupament del Programa d’actuació urbanística 1 de Can Batlló. L’actuació urbanística ha de continuar amb l’enderroc de les últimes edificacions i afrontar les urbanitzacions de vials i zones verdes previstes en el planejament. Construir l'Escola de Mitjans Audiovisuals i habitatge social. Rehabilitar i activar la nau de titularitat municipal.</div>,1,23,1,0,0,https://decidim.barcelona/action_plans/5918
5975,Eixample,Bon govern,Acció comunitària,Fomentar el treball en xarxa entre els diferents actors que treballen al territori,"<div>Promocionar la voluntat de treball en xarxa d’entitats que treballen en un mateix territori per fomentar la col·laboració i els projectes comuns. Suport a projectes de Plans Comunitaris, i a possibles grups de treball vinculades a decisions dels Consells de barri.</div>",4,29,4,30,0,https://decidim.barcelona/action_plans/5975
5962,Eixample,Bon viure,Equitat de gènere i diversitat sexual,Engegar campanyes i activitats contra la violència masclista i la LGTBIfòbia ,"<div>Engegar campanyes i activitats contra la violència masclista i la LGTBIfòbia en les festes majors, l'oci nocturn i centres educatius dels barris de l’Eixample, conjuntament amb les entitats i col·lectius feministes dels barris. </div>",2,61,3,26,0,https://decidim.barcelona/action_plans/5962
5961,Eixample,Bon viure,Equitat de gènere i diversitat sexual,Revisar i millorar el model integral d'atenció i recuperació de la violència masclista,"<div>Millorar l’atenció a les víctimes de violència masclista i els tractaments per a la recuperació, amb participació dels PIAD i amb visió comunitària, dotant aquests centres de més recursos i fent-los més visibles per a la ciutadania. </div>",3,46,4,85,0,https://decidim.barcelona/action_plans/5961
5969,Eixample,Bon viure,Cultura,Millorar les infraestructures dels centres cívics,"<div>Realitzar actuacions de millora als centres cívics: edifici Mallorca del CC Sagrada Família (2a fase), Cotxeres Borrell, Casa Elizalde i Xalet Golferichs. Impulsar la creació de casals de barri que s'incorporin a la xarxa de ciutat.</div>",3,26,2,48,0,https://decidim.barcelona/action_plans/5969
5960,Eixample,Bon viure,Equitat de gènere i diversitat sexual,"Crear un PIAD per a l'Esquerra i Sant Antoni, i un altre per a la Dreta, la Sagrada Família i el Fort Pienc","<div>Trobar una ubicació amb més visibilitat de l’actual PIAD i crear-ne un de nou per a la Dreta, la Sagrada Família i el Fort Pienc.</div>",2,25,1,37,0,https://decidim.barcelona/action_plans/5960
6014,Horta - Guinardó,Bon govern,Participació ciutadana,Potenciació dels consells de barri com a instruments de participació i construcció dels barris,"<div>Fer dels consells de barri una eina útil per treballar amb la ciutadania, on poder definir conjuntament el present i futur dels barris per caminar cap a una democràcia més participativa</div>",4,82,7,0,0,https://decidim.barcelona/action_plans/6014
5965,Eixample,Bon viure,Cicles de vida ,Elaborar un conveni per regular l'ús i la gestió de l'espai per a joves Lola Anglada,"Elaborar convenis de cessió d’espais per a l’organització i l'autogestió, per regular l'espai per a joves Lola Anglada (Casal Queix) i que pugui esdevenir un punt de dinamització de joves al barri.",1,10,0,7,0,https://decidim.barcelona/action_plans/5965
6003,Nou Barris,Transició ecològica,Mobilitat sostenible,Augmentar el nombre d'estacions de Bicing i instal·lar Bicing elèctric als barris de muntanya,"Incrementar el nombre d'estacions de Bicing al districte amb l'objectiu de potenciar l'ús d'aquest mitjà de transport, promovent una mobilitat més ecològica i sostenible al districte.",5,178,15,1041,0,https://decidim.barcelona/action_plans/6003
5996,Nou Barris,Transició ecològica,Verd urbà i biodiversitat ,Millorar la connectivitat entre els barris de Vallbona i Ciutat Meridiana amb Montcada,Crear punts de connexió nous entre Montcada i la Zona Nord pels antics espais naturals com el torrent del Bosc o el rec Comtal per tal de millorar el manteniment i la mobilitat de les persones i les connexions d’aquest territori.,2,15,0,13,0,https://decidim.barcelona/action_plans/5996
5995,Nou Barris,Transició ecològica,Verd urbà i biodiversitat ,Millorar la connectivitat entre Collserola i Nou Barris a través de corredors verds,"Crear corredors verds des de les àrees centrals del districte cap a la serralada de Collserola, per promoure i millorar l’accés a aquest entorn natural i crear un lligam més fort entre la trama urbana i l’entorn natural més proper.",6,104,3,42,0,https://decidim.barcelona/action_plans/5995
5992,Nou Barris,Economia plural,Ocupació de qualitat,Dinamitzar sectors econòmics generadors d'ocupació: treballs de cura i rehabilitació d'habitatges,"Dinamitzar nous nínxols d’ocupació i econòmics que generin llocs de treball, i fer alhora un reconeixement social a una sèrie de tasques ocultes però que vertebren i cohesionen.",4,36,2,10,0,https://decidim.barcelona/action_plans/5992
5991,Nou Barris,Economia plural,Ocupació de qualitat,"Pla d'economia de proximitat, social i solidària, que incorpori un pla d'acció contra l'atur","Elaborar un programa per potenciar l’ocupació tenint com a base un model cooperatiu, just i solidari.",3,17,2,1046,0,https://decidim.barcelona/action_plans/5991
5964,Eixample,Bon viure,Cicles de vida ,Vetllar per l’increment de la seguretat de la gent gran en matèria d'accidentalitat,Programar xerrades de sensibilització als casals de gent gran per disminuir els accidents i atropellaments.,1,11,0,0,0,https://decidim.barcelona/action_plans/5964
5937,Ciutat Vella,Bon viure,Equitat de gènere i diversitat sexual,"Facilitar el contacte entre la població d'origen divers i els serveis i entitats per potenciar la informació, l'acompanyament i l'assessorament en temes de diversitat afectivosexual i d'equitat de gènere ","<div>Atendre les necessitats de les dones i persones LGTBI d’origen divers establint els mecanismes i espais de coordinació necessaris i fomentar-ne la participació, en coordinació amb la Regidoria de Cicle de la Vida, Feminismes i LGTBI. </div><div>Fomentar  la col·laboració entre els col·lectius, les entitats i les associacions que treballen al districte amb jornades conjuntes.</div><div><br></div>",3,16,2,69,0,https://decidim.barcelona/action_plans/5937
5938,Ciutat Vella,Bon viure,Cicles de vida ,Programa de detecció i intervenció de gent gran aïllada i vincular-la als serveis i recursos existents,<div>Coordinar els serveis del Districte amb les entitats que treballen amb aquest col·lectiu per facilitar la detecció de gent gran aïllada de manera involuntària; ajudar-los a recuperar relacions i vincles i poder-ne millorar la qualitat de vida.</div>,3,18,3,221,0,https://decidim.barcelona/action_plans/5938
5954,Ciutat Vella,Transició ecològica,Mobilitat sostenible,Pla de mobilitat del districte,"<div>Analitzar i diagnosticar la situació actual al districte i estudiar la mobilitat de tots els agents (vianants, vehicle privat individual i de repartiment, transport públic i bicicleta). A partir d'aquest estudi, planificar les actuacions necessàries per millorar la mobilitat, posant una atenció especial en les vies que són essencials per al trànsit més de barri o de districte i que juguen un paper rellevant en la mobilitat de ciutat, tenint en compte la càrrega i descàrrega i els límits de velocitat. </div><div><br></div><div><br></div>",13,57,21,383,0,https://decidim.barcelona/action_plans/5954
5977,Gràcia,Bon viure,Autonomia personal ,"Millorar l'accessibilitat a l'espai públic: barris del Coll, la Salut i Vallcarca i els Penitents","<div>Analitzar les prioritats de millora de l'espai públic amb criteris d’accessibilitat i tenint en compte l'orografia dels barris. Establir prioritats, redactar els projectes i iniciar les actuacions necessàries. Impulsar l’accessibilitat universal i el dret a la mobilitat.</div>",9,205,17,204,0,https://decidim.barcelona/action_plans/5977
5942,Ciutat Vella,Bon viure,"Migració, interculturalitat i discriminació zero",Traduir a les llengües d’origen majoritàries la informació municipal i els espais de participació,<div>Vetllar perquè l’administració del Districte garanteixi l’accés a la informació i participació de tots els veïns del districte difonent la documentació que calgui en les llengües estrangeres que s’hi parlen majoritàriament.</div>,1,12,1,0,0,https://decidim.barcelona/action_plans/5942
5943,Ciutat Vella,Bon viure,"Migració, interculturalitat i discriminació zero",Programa d’establiment de relacions amb ciutats dels països d’origen de les comunitats,"<div>Fomentar l’establiment de relacions de comunicació, cooperació i intercanvi entre entitats, escoles i altres equipaments dels països d’origen de les comunitats del districte.</div>",1,6,1,0,0,https://decidim.barcelona/action_plans/5943
6010,Horta - Guinardó,Economia plural,Ocupació de qualitat,Espais de creació (coworking) per a joves en què potenciar iniciatives professionals i d'ocupació,<div>Facilitar el treball compartit i col·laboratiu als equipaments municipals.</div>,1,32,5,0,0,https://decidim.barcelona/action_plans/6010
5970,Eixample,Economia plural,"Economia cooperativa, social i solidària","Equipaments municipals com a motor d'ocupació col·laborativa: mercats, punts verds…","Generar llocs de treball amb economies solidàries a partir d’espais urbans i equipaments: dissenyar experiències amb mercats municipals, dur a terme accions col·laboratives vinculades als punts verds, etcètera.",3,27,2,48,0,https://decidim.barcelona/action_plans/5970
5971,Eixample,Transició ecològica,Urbanisme per als barris,Peatonalització del C/ de la Marina els diumenges i festius,<div>Convertir en zona de vianants el tram del carrer de la Marina davant del temple diumenges i festius. Treballar conjuntament amb les entitats del barri de la Sagrada Família la dinamització d'aquest espai.</div>,3,61,5,28,0,https://decidim.barcelona/action_plans/5971
6011,Horta - Guinardó,Transició ecològica,Urbanisme per als barris,Reforma de l'Avinguda de Can Marcet,"<div>Arranjar l’espai adjacent de l’avinguda de Can Marcet per aconseguir un espai enjardinat, amb jocs infantils, ampliant la zona de gossos i construint-hi un aparcament subterrani que doni resposta a les necessitats d'aparcament, fent més amable aquest carrer per als veïns i veïnes del barri de Vall d'Hebrón.</div>",2,29,2,0,0,https://decidim.barcelona/action_plans/6011
5944,Ciutat Vella,Economia plural,Turisme sostenible,Crear un espai de relació i intercanvi amb centres històrics de ciutats amb una intensitat turística alta,"<div>Crear un espai de trobada amb centres històrics de ciutats afectades pel turisme per compartir problemàtiques i solucions, i treballar en xarxa per mitigar els impactes negatius que provoca.</div>",1,7,0,0,0,https://decidim.barcelona/action_plans/5944
5948,Ciutat Vella,Economia plural,Desenvolupament i economia de proximitat,Fomentar l’associacionisme entre els comerciants d’origen divers als eixos comercials,<div>Promoure l’associacionisme dels comerciants d’origen divers i la seva vinculació als eixos comercials existents per consolidar el model comercial del districte i fomentar-ne la qualitat i la sostenibilitat.</div>,13,34,15,114,0,https://decidim.barcelona/action_plans/5948
5951,Ciutat Vella,Economia plural,Turisme sostenible,Posar en marxa programes d’inversió de la taxa turística per pal·liar els efectes negatius del turisme,"<div>Establir programes d’inversió de la taxa turística, mitjançant la participació ciutadana, per pal·liar els efectes negatius del turisme en la vida diària del veïnat.</div>",6,218,9,79,0,https://decidim.barcelona/action_plans/5951
5953,Ciutat Vella,Transició ecològica,Medi ambient i espai públic,Crear mecanismes de coresponsabilització del sector de l‘oci per mitigar els efectes de l’activitat turística en l’entorn,<div>Crear mecanismes per coresponsabilitzar els operadors que ofereixen activitats turístiques per mitigar els efectes negatius que es desprenen de l’exercici de la seva activitat.</div>,3,8,3,158,0,https://decidim.barcelona/action_plans/5953
6017,Les Corts,Bon viure,Autonomia personal ,Projecte de suport a l'escola en l'atenció i el treball amb infants amb diversitat funcional,"Iniciar un projecte d’acció comunitària implicant les escoles d’educació especial, el centre de salut mental infantil i juvenil i l’Espai d'Inclusió de les Corts, per donar suport a l’escola ordinària en l’atenció d’infants amb diversitat funcional.",1,14,0,0,0,https://decidim.barcelona/action_plans/6017
5941,Ciutat Vella,Bon viure,Sanitat i salut,Programa per mitigar l’estigmatització de les persones amb trastorns de salut mental,"<div>Posar en marxa el Pla de salut mental amb l’objectiu de millorar el benestar dels pacients, des dels àmbits educatiu, laboral i social, en coordinació amb els ens de salut pública, els espais comunitaris i els equipaments municipals.</div>",3,16,2,40,0,https://decidim.barcelona/action_plans/5941
5955,Ciutat Vella,Transició ecològica,Energia i canvi climàtic,Crear un programa de subvencions per instal·lar doble vidre en les zones amb més afectació en la salut,"<div>Desenvolupar un programa de suport per a la instal·lació de doble vidre per millorar l’eficiència energètica, el benestar i la salut de la població i reduir-li les molèsties associades al soroll.</div>",1,41,1,20,0,https://decidim.barcelona/action_plans/5955
6006,Horta - Guinardó,Bon viure,Cicles de vida ,Programes per a l'envelliment actiu i la promoció de la participació de la gent gran,"<div>Realçar les tasques de voluntariat i promocionar els grups de suport mutu, amb la participació d’Amics de la Gent Gran i altres entitats de gent gran del districte, fent especial atenció al benestar emocional de les persones grans.</div>",4,36,5,11,0,https://decidim.barcelona/action_plans/6006
5956,Ciutat Vella,Bon govern,Participació ciutadana,Reforçar els espais de col·laboració amb el veïnat per garantir la participació en polítiques públiques,"<div>Apoderar el veïnat per garantir la seva participació en la decisió i el seguiment d'iniciatives, especialment en els aspectes relacionats amb els usos de l’espai públic, la planificació, el turisme i l’urbanisme. Apostar per la coresponsabilitat en el procés de presa de decisions municipals per aportar la visió de tot el veïnat i transparència i versatilitat a l’actuació de govern. Incloure la visió de totes les generacions (infants, joves, adults, gent gran), garantir que les dones puguin expressar les seves opinions i fer arribar els processos participatius a tothom. Treballar en xarxa i donar suport a les iniciatives comunitàries.</div><div><br></div>",16,83,15,362,0,https://decidim.barcelona/action_plans/5956
5968,Eixample,Bon viure,Sanitat i salut,"Crear nous mecanismes de participació amb capacitat decisòria de la ciutadania en l’àmbit de la salut, com les comissions de seguiment d’àmbit de barri o per temàtiques vinculades al Consell de Salut","<div>Potenciar mecanismes de participació amb capacitat decisòria de la ciutadania en l’àmbit de la salut, com les comissions de seguiment sobre aspectes, equipaments i serveis que afecten la vida dels veïns i veïnes dels barris, dotant de més informació i coneixement a la ciutadania sobre temes de salut per a que incideixin en la planificació dels recursos sanitaris disponibles. </div>",4,39,3,120,0,https://decidim.barcelona/action_plans/5968
5967,Eixample,Bon viure,Sanitat i salut,"Dur a terme accions conjuntes entre els diversos CAP, i desenvolupar els projectes d'accions de salut comunitària ",<div>Impulsar la implicació d’entitats i col·lectius d’usuaris i de treballadors i treballadores de la sanitat pública per garantir l’accés a la salut del veïnat. Incloure el CAP Manso en la xarxa de treball comunitari que hi ha al barri de Sant Antoni. Endegar campanyes de formació en la vessant comunitària així com sobre la desmedicalització tant al personal de salut com a la ciutadania.</div>,6,89,20,203,0,https://decidim.barcelona/action_plans/5967
5982,Gràcia,Economia plural,Turisme sostenible,Pla director del Park Güell,"<div>Estudiar alternatives a la situació actual de tancament del Park Güell amb l'objectiu de reduir els efectes del turisme en el parc i l'entorn. Garantir l'accés gratuït de tots els veïns i veïnes de la ciutat. Modificar la zona regulada per la normativa d'establiments de souvenirs als entorns del Park Güell, ampliant l'àrea reglada als accessos al parc des de les parades de metro pròximes.</div>",7,590,32,87,0,https://decidim.barcelona/action_plans/5982
5959,Eixample,Bon viure,Educació i coneixement ,Millorar la participació del districte en el procés de preinscripció i matriculació,"<div>Potenciar la col·laboració amb el Consorci d'Educació de Barcelona (CEB) per assumir des del Districte els processos de preinscripció i matriculació, seguint el model iniciat fa anys al districte de Ciutat Vella.</div>",2,8,1,0,0,https://decidim.barcelona/action_plans/5959
6007,Horta - Guinardó,Bon viure,Habitatge,Habitatge social i d'emergència,"<div>Preveure habitatge de nova construcció i aprofitar habitatge existent per donar resposta a les necessitats en matèria d'habitatge social i habitatge d'emergència per als diferents col·lectius amb dificultats d'accés a una llar, com per exemple les persones amb problemes de salut mental.</div>",2,25,0,76,0,https://decidim.barcelona/action_plans/6007
5972,Eixample,Transició ecològica,Urbanisme per als barris,Definir un eix verd (en el marc de la proposta de Superilles) a cada barri,"<div>En el debat de superilles, tractar el districte de manera particular. La trama Cerdà permet modificar el model per aconseguir eixos verds. Algunes propostes;</div><div>Esquerra Eixample: carrer Consell de Cent (Joan Miró-Urgell)</div><div>Dreta Eixample: carrer Girona</div><div>Sant Antoni: Ronda Sant Antoni entorns Mercat</div><div>Fort Pienc: carrer Ausiàs Marc</div><div>Sagrada Família: Entorns temple i carrer Cartagena</div><div><br></div>",16,918,60,130,0,https://decidim.barcelona/action_plans/5972
5945,Ciutat Vella,Bon viure,Cultura,"Posar en marxa un programa de col·laboració entre equipaments culturals, projectes d’entitats i centres educatius i serveis municipals","<div>Promoure la relació entre els equipaments culturals i les entitats, els centres educatius i els serveis municipals mitjançant acords de col·laboració específics. En aquest sentit, es planteja donar continuïtat al programa “Apadrina un equipament”, i també establir altres estratègies d'aproximació i col·laboració que acostin els equipaments culturals als veïns del districte.</div><div>Fomentar les accions de proximitat dels equipaments i promoure la realització d'activitats culturals i d'oci en tots els horaris. </div><div>Avançar perquè el veïnat tingui més accessibilitat en els equipaments culturals del districte, amb un èmfasi especial en els infants, els adolescents i les famílies en situació de vulnerabilitat. </div><div>Donar suport, des del districte, a la xarxa cultural existent, creant espais de trobada entre entitats i equipaments petits i grans que fomentin la cooperació, creant eines de comunicació compartides i agilitzant els processos administratius i burocràtics. </div>",9,22,13,626,0,https://decidim.barcelona/action_plans/5945
5885,,Economia plural,Desenvolupament i economia de proximitat,Plans de desenvolupament econòmic de districte en clau de proximitat,"<div>Construir entre actors del territori (associacions de productors, teixit comercial, empresarial, associatiu, ciutadans, etcètera) plans integrals de desenvolupament socioeconòmic als districtes. Cal insistir especialment en el fet d'arribar a sectors socials castigats per la crisi econòmica en clau de reequilibri territorial. Aquests plans han de dibuixar una estratègia compartida de reforçament i promoció d'emprenedoria, empresa, comerç o ocupació, així com l'apoderament dels actors i la ciutadania del territori en la construcció de propostes i iniciatives de satisfacció de necessitats.</div>",40,180,73,774,0,https://decidim.barcelona/action_plans/5885
5882,,Economia plural,Desenvolupament i economia de proximitat,"Impulsar l'economia verda i circular, especialment la rehabilitació energètica i les energies renovables","<div>L’economia verda i circular com a estratègia de desenvolupament per millorar la competitivitat i l'atractivitat de les àrees d'activitat econòmica, per vincular l’activitat industrial de caràcter tradicional amb les noves tendències en el sector: ecodisseny i ecoinnovació, simbiosi industrial, racionalització dels recursos energètics, etcètera.</div>",3,25,0,19,0,https://decidim.barcelona/action_plans/5882
5880,,Economia plural,Desenvolupament i economia de proximitat,"Remodelar els mercats de Sant Antoni, Bon Pastor, Vall d'Hebron, Sant Andreu i Abaceria","<div>Estudiar i analitzar la renovació dels mercats, tant en les vessants comercials i arquitectòniques, com en l'impacte urbà, perquè les millores també tenen una gran repercussió en els barris on hi ha un mercat.</div>",2,42,0,0,0,https://decidim.barcelona/action_plans/5880
5884,,Economia plural,Desenvolupament i economia de proximitat,"Impuls de projectes com l'Urban Lab i els ateneus de fabricació, vinculant-los a les polítiques de desenvolupament local i potenciant una xarxa d'equipaments d'innovació social digital de la ciutat","<div>Els ateneus de fabricació —en condició d'espais de creació i aprenentatge— han d'impulsar la innovació tecnològica, de manera coordinada amb l'impuls de l'economia verda i circular del conjunt de les polítiques de desenvolupament econòmic, alhora que s'accentua el retorn social transformador per al seu entorn. Tot plegat en el marc d'una taula transversal d'innovació i en un treball en xarxa amb els equipaments d'innovació social digital de la ciutat.</div>",14,87,16,89,0,https://decidim.barcelona/action_plans/5884
5879,,Economia plural,Desenvolupament i economia de proximitat,Pla de descentralització comercial i atenció a les zones de la ciutat amb més necessitat d'enfortir el seu comerç,"<div>Consolidar la presència de comerç a tota la ciutat i descentralitzar les polítiques comercials, donant suport, preferentment, a les zones amb més necessitat de millora de les activitats comercials. El pla inclou mesures tant de dinamització com estructurals i formatives, entre d’altres, adaptades a les diverses realitats de cada barri.</div>",17,153,33,279,0,https://decidim.barcelona/action_plans/5879
5888,,Justícia global,Justícia global,Innovació i Sobirania Tecnològica ,"<div>Impuls d'una política de tecnologia i innovació digital orientada a garantir la sobirania tecnològica de la ciutat i dels seus veïns i veïnes, vetllant per gestió pública de les dades, l'empoderament de la ciutadania, la protecció de la privacitat i la lluita contra la corrupció, promovent alhora una economia més equitativa i sostenible i dinamitzant les petites i mitjanes empreses del sector a través de la contractació pública innovadora.</div>",5,50,4,0,0,https://decidim.barcelona/action_plans/5888
5886,,Economia plural,Desenvolupament i economia de proximitat,Programa d'impuls de la promoció econòmica de Barcelona a l'exterior,"A partir dels organismes i les entitats existents es promouran actuacions d'enxarxament econòmic exterior, promovent en particular el teixit productiu i industrial que tingui un major retorn social i ambiental. Igualment, es promourà la diversificació de l'activitat productiva de la ciutat, potenciant els sectors emergents i més innovadors per tal de reduir l'atur i millorar la qualitat del treball i es donarà suport a la internacionalització a les empreses que tenen més dificultats per a fer-ho. Prioritzar les principals transformacions que posicionaran en un entorn internacionalitzat el territori metropolità, com el port, l’aeroport i la millora de les connexions viàries i ferroviàries. També gestionant la reputació internacional de la ciutat a l’exterior.",5,44,5,0,0,https://decidim.barcelona/action_plans/5886
5946,Ciutat Vella,Bon viure,Esports,"Posar en marxa el programa ""Convivim esportivament""","<div>Promoure la pràctica de l’esport i l’activitat física entre els infants i els joves com a eina per fomentar la inclusió social. Si es posa a l’abast dels joves la possibilitat de practicar esports, es podran prevenir situacions de conflicte veïnal, ja que es fomentaran les relacions entre veïns i s’ajudarà a prevenir situacions de risc d’exclusió social dels joves i infants.</div>",2,10,2,67,0,https://decidim.barcelona/action_plans/5946
5958,Eixample,Bon viure,Autonomia personal ,Incorporar professionals de suport per a infants amb necessitats especials als casals infantils,<br>,1,23,1,8,0,https://decidim.barcelona/action_plans/5958
6008,Horta - Guinardó,Bon viure,Cultura,Elaborar un pla de memòria del districte,"<div>Realçar i fomentar el coneixement dels espais de memòria històrica relacionats amb les lluites socials, la cultura i la participació, en col·laboració amb entitats i ciutadania. Fer una atenció especial a la bateria antiaèria del Turó de la Rovira, les bugaderes, els refugis, el camp de concentració, les edificacions singulars, els carrers i les places, els espais naturals i l'arxiu municipal. Impulsar activitats de divulgació als barris del districte sobre la seva història. Treballar per retirar les plaques de la vivenda franquistes preservant-ne la memòria del que van suposar.</div>",6,794,25,0,0,https://decidim.barcelona/action_plans/6008
5976,Eixample,Bon govern,Acció comunitària,Promoure experiències de cessió i autogestió amb entitats i col·lectius en equipaments i espais públics,"<div>Promoure la gestió comunitària i de proximitat en equipaments (Casa Groga, Transformadors, Calàbria 66, Ateneu Sagrada Família, Espai jove de Glòries...) i espais públics (experiències en interiors d'illa -Germanetes, Niza, Urgell...-, jardins públics, places...). Impulsar acords de cessió i autogestió amb entitats i col·lectius vinculats al territori. Fomentar la implicació ciutadana en equipaments municipals.</div>",13,118,15,154,0,https://decidim.barcelona/action_plans/5976
6004,Horta - Guinardó,Bon viure,Equitat de gènere i diversitat sexual,Potenciar el Consell de les Dones com a eina de visualització del paper cabdal de les dones,"<div>Visibilitzar el paper decisiu de les dones en la construcció i en la vida dels barris i el rol clau pel que fa a la reivindicació de millores col·lectives i el funcionament en xarxa, en col·laboració amb les associacions i dones del districte. Que serveixi com a espai per pensar l'espai públic en perspectiva de gènere.</div>",2,28,2,8,0,https://decidim.barcelona/action_plans/6004
5950,Ciutat Vella,Economia plural,Un nou lideratge públic,Fomentar la contractació de serveis a empreses amb responsabilitat social i mediambiental ,<div>Introduir criteris de responsabilitat social i mediambiental a l’hora de contractar serveis.</div>,1,21,0,0,0,https://decidim.barcelona/action_plans/5950
