ID de cita,Títol,Descripció,Data,Adreça,Districte,Categoria,Subcategoria,Assistents,Propostes,Intervencions,URL
86,Foment de l'ús compartit de l'espai públic,Afavorir el diàleg entre les persones usuàries de l'espai públic per fomentar el seu ús compartit. ,22/03/2016,"Passatge del Dr. Torent, 1, 08027 Barcelona, Barcelona, Espanya",Sant Andreu,Transició ecològica,Medi ambient i espai públic,30,4,20,https://decidim.barcelona/meetings/foment-de-l-us-compartit-de-l-espai-public-b3c3d8e7-3143-4cd0-aa2c-75ee5669e2f2
105,Revisió del mapa d'equipaments esportius al Districte,"Detecció a través del mapeig de les principals necessitats del parc esportiu del Districte, ja sigui en matèria de reforma o millora dels equipaments existes o a través de la construcció de nous.",06/04/2016,"Plaça d'Orfila, 1, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Esports,26,31,19,https://decidim.barcelona/meetings/revisio-del-mapa-d-equipaments-esportius-al-districte
96,Pensar l'espai públic amb perspectiva de gènere (La Sagrera),Mapeig amb perspectiva de gènere de l'espai públic dels barris amb la voluntat de trobar les principals deficiències. Propostes de millora ,05/03/2016,"Plaça de Masadas, 08027 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Cicles de vida ,14,24,9,https://decidim.barcelona/meetings/pensar-l-espai-public-amb-perspectiva-de-genere-c7d8da90-fa3b-4c0f-bf1b-81009283ba6d
87,Envelliment actiu,Detecció de necessitats i recollida de propostes d'actuació per tal de poder dissenyar un programa d'activitats multidisciplinar adreçat a les persones grans.,17/03/2016,"Carrer de Martí Molins, 29, 08027 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Cicles de vida ,19,18,16,https://decidim.barcelona/meetings/envelliment-actiu-4098e68e-3d49-4907-a31d-349124d1841e
90,Apoderament i diagnosi del Districte en el Pla d'Habitatge per estudiar nous models de tinença d'habitatge,Apropament a noves formes de tinença d'habitatge en el marc del Pla d'Habitatge de Barcelona. ,29/02/2016,"Plaça Robert Gerhard, 3, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Habitatge,6,2,18,https://decidim.barcelona/meetings/empoderament-i-diagnosi-del-districte-en-el-pla-d-habitatge-per-estudiar-nous-models-de-tinenca-d-habitatge
91,Necessitats i propostes d'habitatge al Districte de Sant Andreu,Apropament a noves formes de tinença d'habitatge en el marc del Pla d'Habitatge de Barcelona. ,14/03/2016,"Carrer de Sant Adrià, 20, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Habitatge,9,18,25,https://decidim.barcelona/meetings/empoderament-i-diagnosi-del-districte-en-el-pla-d-habitatge-per-estudiar-nous-models-de-tinenca-d-habitatge-69a8b9c9-b4c3-48ba-a5da-4276e686cb06
94,Pensar l'espai públic amb perspectiva de gènere (Bon Pastor),Mapeig amb perspectiva de gènere de l'espai públic dels barris amb la voluntat de trobar les principals deficiències. Propostes de millora ,19/03/2016,"Carrer Robert Gerhard, 3, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Cicles de vida ,4,0,,https://decidim.barcelona/meetings/pensar-l-espai-public-amb-perspectiva-de-genere-6c23e8d7-901a-4a0f-b760-d1e92aa0a1ab
95,Pensar l'espai públic amb perspectiva de gènere,Mapeig amb perspectiva de gènere de l'espai públic dels barris amb la voluntat de trobar les principals deficiències. Propostes de millora ,04/03/2016,"Plaça de la Trinitat, 08033 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Cicles de vida ,27,13,12,https://decidim.barcelona/meetings/pensar-l-espai-public-amb-perspectiva-de-genere-ec8ed691-c5d4-4fec-9e60-a13d291d4aeb
129,"Molt més que comerç i turisme , comerç i turisme de proximitat i inclusiu!","Debatre sobre foment del districte per a l'atractiu turístic i del seu comerç, fires al carrer,  etc. Treballem per a un districte inclusiu, sumant les forces de diversos actors com ara tots aquells lligats a l'atractiu del comerç i turisme a través de la sensibilització dels operadors. Impulsarem una xarxa de turisme inclusiu del districte.",01/03/2016,"Travessera de les Corts, 215, 08028 Barcelona, Barcelona, Espanya",Les Corts,Economia plural,Turisme sostenible,16,6,48,https://decidim.barcelona/meetings/molt-mes-que-comerc-i-turisme-comerc-i-turisme-de-proximitat-i-inclusiu
97,Pensar l'espai públic amb perspectiva de gènere,Mapeig amb perspectiva de gènere de l'espai públic dels barris amb la voluntat de trobar les principals deficiències. Propostes de millora ,11/03/2016,"Plaça del Congrés Eucarístic, Barcelona, Espanya",Sant Andreu,Bon viure,Cicles de vida ,5,22,5,https://decidim.barcelona/meetings/pensar-l-espai-public-amb-perspectiva-de-genere-e07aab03-b4d2-4d7c-a4c4-a04330203d15
98,Pensar l'espai públic amb perspectiva de gènere (Navas),Mapeig amb perspectiva de gènere de l'espai públic dels barris amb la voluntat de trobar les principals deficiències. Propostes de millora ,12/03/2016,"Plaça de Ferran Reyes, 08027 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Cicles de vida ,7,16,5,https://decidim.barcelona/meetings/pensar-l-espai-public-amb-perspectiva-de-genere-274de262-5bce-40f8-9e8c-f5a00a3ccd12
101,Consell Escolar Mpal de Barcelona,"Debatre i recollir les aportacions sobre Educació del PAM en una comissió del CEMB. Dues sessions treballades
",09/02/2016,"Plaça d'Espanya, 5, Barcelona, Espanya",,Bon viure,Educació i coneixement ,,0,,https://decidim.barcelona/meetings/consell-escolar-mpal-de-barcelona-c1008eb6-4357-4201-aad9-2c9185526349
102,Consell Escolar Mpal de Barcelona,"Debatre i recollir les aportacions sobre Educació del PAM en una comissió del CEMB
",07/03/2016,"Plaça d'Espanya, 5, 08014 Barcelona, Barcelona, Espanya",,Bon viure,Educació i coneixement ,,0,,https://decidim.barcelona/meetings/consell-escolar-mpal-de-barcelona-657a36ff-da78-42f5-9110-32cb9168cb2a
104,Com abordem la salut als barris: El  Pla Municipal de Salut a Sant Andreu,"Anàlisi de la situació actual i propostes de millora de les línies de bus que garanteixin un bon servei a les usuàries dels centres d'atenció primària, dels centres d'especialistes i hospitals.",29/03/2016,"Plaça d'Orfila, 1, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Sanitat i salut,7,16,7,https://decidim.barcelona/meetings/com-abordem-la-salut-als-barris-el-pla-municipal-de-salut-a-sant-andreu
325,Les condicions de l'habitatge a Ciutat Vella,Contribucions al Pla d'habitatge del districte.,02/03/2016,"Carrer de Sant Pere Més Baix, 70, Barcelona, Espanya",Ciutat Vella,Bon viure,Habitatge,20,11,60,https://decidim.barcelona/meetings/les-condicions-de-l-habitatge-a-ciutat-vella-5b341beb-2172-4251-9342-2476a2e63ece
131,Som joves!,"Generar un espai de debat semi-informal per a recollir la diversitat de veus, opinions, propostes i iniciatives del jovent del districte respecte a espais joves, equipaments, participació, oci, lleure, oportunitats, etc.",22/03/2016,"Plaça Sant Vicenç de Sarrià, 08017 Barcelona, Barcelona, Espanya",Sarrià - Sant Gervasi,Bon viure,Cicles de vida ,9,13,36,https://decidim.barcelona/meetings/som-joves
107,Pla de comerç al districte de Sant Andreu ,Definició dels objectius del pla de comerç de Sant Andreu. Recollida de necessitats i propostes de millora per a enfortir el comerç de proximitat.,03/03/2016,"Plaça d'Orfila, 1, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Economia plural,Desenvolupament i economia de proximitat,20,27,12,https://decidim.barcelona/meetings/pla-de-comerc-al-districte-de-sant-andreu
117,Pla de Lleure Educatiu de les Corts,El districte de les Corts disposa d'una àmplia tradició en el camp del lleure educatiu amb un seguit d'entitats que hi treballen. Volem treballar amb les entitats i veïns i veïnes la redacció d'un Pla de Lleure educatiu.,31/03/2016,"Plaça Comas, 9 - 10, 08028 Barcelona, Barcelona, Espanya",Les Corts,Bon viure,Educació i coneixement ,24,0,2,https://decidim.barcelona/meetings/pla-de-lleure-educatiu-de-les-corts
118,"Si la festa major t'inspira, participa- hi!",Volem una gestió popular de la Festa Major mitjançant la seva Federació. Cal enfortir aquesta i revisar el protocol festiu per que la Festa sigui de tots i totes. ,15/03/2016,"Carrer de Joan Gamper, 30, 08014 Barcelona, Barcelona, Espanya",Les Corts,Bon viure,Cultura,14,6,5,https://decidim.barcelona/meetings/si-la-festa-major-t-inspira-participa
119,"A les places, transformant l'espai públic!","Volem fer una jornada per tractar d'una manera integral tot el que passa a l'espai públic. Parlarem dels usos, de la convivència, dels animals de companyia, de la gestió de l'espai, dels horts urbans, de com connectar el verd a la ciutat, etc. ",24/03/2016,"Carrer del Vallespir, 194, 08014 Barcelona, Espanya",Sants Montjuïc,Transició ecològica,Medi ambient i espai públic,15,6,8,https://decidim.barcelona/meetings/a-les-places-transformant-l-espai-public
120,Construïm una mobilitat sostenible per a totes,"Visió de com podem millorar la mobilitat als diferents barris des de la perspectiva de districte. Debatrem sobre la convivència entre vianants, cotxes, bicicletes, transport públic, per a reduir la sinistralitat i fer la vida als barris més amable. ",21/03/2016,"Riera Blanca,1-3, bxs. 08028",Les Corts,Transició ecològica,Mobilitat sostenible,9,5,10,https://decidim.barcelona/meetings/construim-una-mobilitat-sostenible-per-a-totes
130,Eix Les Corts/ L'Hospitalet,Treballarem com relligar el territori per a una col·laboració mutua i possibles projectes compartits. ,23/03/2016,"Riera Blanca, 1, 08028 Barcelona, Barcelona, Espanya",Les Corts,Transició ecològica,Medi ambient i espai públic,1,0,0,https://decidim.barcelona/meetings/eix-les-corts-hospitalet
121,El dret a la cultura i la gestió público-comunitària,"Volem generar un canvi de rumb en les polítiques culturals del districte cap a la gestió cooperativa del teixit associatiu i de la producció del coneixement. Debatrem sobre els espais de creació, art urbà, gestió d'equipaments culturals i programes.",29/02/2016,"carrer Eugeni d'Ors,12, 08028 Barcelona",Les Corts,Bon viure,Cultura,17,11,24,https://decidim.barcelona/meetings/el-dret-a-la-cultura-i-la-gestio-publico-comunitaria
122,"Les Corts, barris inclusius",Promoure espais de transició a la vida autònoma i independent de les persones. Obrir l'Espai d'Inclusió a d'altres col·lectius. ,06/04/2016,"Carrer del Montnegre, 36, 08029 Barcelona, Barcelona, Espanya",Les Corts,Bon viure,Autonomia personal ,43,0,5,https://decidim.barcelona/meetings/les-corts-barris-inclusius
123,"Teixint barris, l'associacionisme","Promocionar l'autoorganització i l'associacionisme,  atenent a la diversistat. ",22/03/2016,"Travessera de les Corts, 94, Barcelona, Espanya",Les Corts,Bon viure,Cicles de vida ,7,1,9,https://decidim.barcelona/meetings/teixint-barris-l-associacionisme
125,Universitats al Districte,Fomentar i ampliar canals de relació estables amb les universitats del districte. hora per confirmar.,16/03/2016,"Avenida Diagonal, 684, Barcelona, Espanya",Les Corts,Bon viure,Educació i coneixement ,8,7,21,https://decidim.barcelona/meetings/universitats-al-districte
126,"Criança, cura i educació!","Volem donar suport a les famílies en els primers anys de vida dels nadons mitjançant la promoció d'espais de criança i cura, espais de mares, etc i amb programes específics que responguin a les seves necessitats. ",03/03/2016,"Carrer de Benavent, 20, 08028 Barcelona, Barcelona, Espanya",Les Corts,Bon viure,Educació i coneixement ,19,11,3,https://decidim.barcelona/meetings/crianca-cura-i-educacio
127,Transformacions urbanes,"Fer una jornada amb 3 grups de treball corresponents a les grans actuacions urbanístiques: Peri Danuvi, Peri Bacardí i entorns Barça.",30/03/2016,"Plaça de Comas, 18, Barcelona, Espanya",Les Corts,Transició ecològica,Urbanisme per als barris,14,7,16,https://decidim.barcelona/meetings/transformacions-urbanes
132,Participació al Districte de Les Corts,"Volem treballar els òrgans de govern, la comunicació i la transparència. Nous espais, materials i processos que reconeguin la pluralitat i diversitat de les persones i col·lectius de la ciutat.",14/03/2016,"Plaça de Comas, 18, 08028 Barcelona, Barcelona, Espanya",Les Corts,Bon govern,Participació ciutadana,14,9,6,https://decidim.barcelona/meetings/participacio-al-districte-de-les-corts
133,Consell de Salut de les Corts ,"Treballem per un projecte específic de salut mental amb joves i adolescents del districte, dins del marc del Consell extraordinari de Salut del Districte.",11/02/2016,"Plaça de Comas, 18, 08028 Barcelona, Barcelona, Espanya",Les Corts,Bon viure,Sanitat i salut,18,18,18,https://decidim.barcelona/meetings/salut
135,Apoderament i diagnosi del districte en el Pla d'Habitatge de Barcelona (PHB),Apoderament i diagnosi del districte en el Pla d'Habitatge de Barcelona (PHB),17/02/2016,"Plaça de Comas, 18, Barcelona, Espanya",Les Corts,Bon viure,Habitatge,16,15,40,https://decidim.barcelona/meetings/apoderament-i-diagnosi-del-districte-en-el-pla-d-habitatge-de-barcelona-phb
136,Priorització de propostes del Pla d'Habitatge de Barcelona per al districte,Descripció,04/04/2016,"Riera Blanca - Les Corts, Barcelona, Espanya",Les Corts,Bon viure,Habitatge,4,12,10,https://decidim.barcelona/meetings/prioritzacio-de-propostes-del-pla-d-habitatge-de-barcelona-pel-districte
150,Les polítiques municipals amb perspectiva de gènere,,05/04/2016,"Passeig de Fabra i Puig, 274, 08031 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Cicles de vida ,10,10,40,https://decidim.barcelona/meetings/les-politiques-municipals-amb-perspectiva-de-genere
138,JORNADA DE TREBALL PER LA  ELABORACIÓ DEL PLA INTEGRAL CONTRA LA POBRESA A NOU BARRIS .,"JORNADA DE TREBALL PER LA  ELABORACIÓ DEL PLA INTEGRAL CONTRA LA POBRESA A NOU BARRIS .
El districte de Nou Barris és un dels territoris de la ciutat que més ha patit la crisi econòmica. Els indicadors de vulnerabilitat resultants, van provocar tot un procés de sensibilització ciutadana",20/02/2016,"Centre Cívic Zona Nord, Carrer de Vallcivera, Barcelona, Espanya",Nou Barris,Bon viure,Justícia social,115,0,15,https://decidim.barcelona/meetings/jornades-de-treball-per-dissenyar-el-model-de-drets-socials-al-districte
140,El model educatiu de Districte ,,07/03/2016,"Vallcivera, 3 bis, 08033 Barcelona, Espanya",Nou Barris,Bon viure,Educació i coneixement ,24,13,44,https://decidim.barcelona/meetings/el-model-educatiu-de-districte-7145dd4e-e675-4349-b338-eda489d6f862
141,El model educatiu de Districte,,09/03/2016,"Carrer de la Font d'en Canyelles, 35, 08016 Barcelona, Barcelona, Spain",Nou Barris,Bon viure,Educació i coneixement ,35,20,72,https://decidim.barcelona/meetings/el-model-educatiu-de-districte-a02db114-5e75-40e9-9a4b-c40cf7eabf27
142,La memoria històrica i patrimoni històric de Nou Barris,,12/03/2016,"Carrer de Santa Fe, 2, 08031 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Cultura,11,8,43,https://decidim.barcelona/meetings/la-memoria-historica-i-patrimoni-historic-de-nou-barris
143,Els espais culturals i l'accés a la cultura. ¿Quin model cultural volem?,,04/04/2016,"Carrer de Portlligat, 11, 08042 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Cultura,12,6,34,https://decidim.barcelona/meetings/els-espais-culturals-i-l-acces-a-la-cultura-quin-model-cultural-volem
144,Horts urbans i agroecologia,,19/03/2016,"Carrer de Garbí, 2, Barcelona, Espanya",Nou Barris,Economia plural,"Economia cooperativa, social i solidària",19,10,54,https://decidim.barcelona/meetings/els-horts-urbans-al-districte
145,La relació del districte amb Collserola,"Es parteix de la diagnosi presentada pel Consorci de Collserola. Aquest debat se centra en la relació entre els veïns i veïnes de Nou barris i Barcelona amb el parc natural de Collserola, amb l'especial preocupació d'evitar la degradació del parc, que pateix un estrès ambiental molt gran, rodejat per ciutats que sumen més de 3 milions d'habitants.",27/02/2016,"Can Masdéu, 08035 Barcelona, Barcelona, Espanya",Nou Barris,Transició ecològica,Verd urbà i biodiversitat ,13,10,30,https://decidim.barcelona/meetings/medi-ambient-i-la-nostra-relacio-amb-collserola
146,Les polítiques de joventut i els equipament juvenils al Districte.,,15/03/2016,"Carrer de Can Ensenya, 08042 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Cicles de vida ,22,12,36,https://decidim.barcelona/meetings/les-politiques-de-joventut-i-els-equipament-juvenils-al-districte
147,Apoderament i diagnosi del districte en el PHB ,,22/02/2016,"Passeig d'Urrútia, 17, 08042 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Habitatge,30,8,90,https://decidim.barcelona/meetings/empoderament-i-diagnosi-del-districte-en-el-phb
148,Priorització de propostes del Pla d'Habitatge de Barcelona pel districte  ,Descripció,16/03/2016,"Carrer de Romaní', 6, 08042 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Habitatge,12,14,10,https://decidim.barcelona/meetings/prioritzacio-de-propostes-del-pla-d-habitatge-de-barcelona-pel-districte-8679da4a-dcfe-44d3-89b9-5e758578bce1
149,Pensar l'espai públic amb perspectiva de gènere,,06/04/2016,"Av. dels Rasos de Peguera, 25, 08033 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Equitat de gènere i diversitat sexual,3,0,7,https://decidim.barcelona/meetings/pensar-l-espai-public-amb-perspectiva-de-genere-869892ad-3eba-46f4-88dd-a10772f67905
154,Ocupació i promoció econòmica: l'ocupació juvenil,,07/04/2016,"Carrer del Teide, 20, Barcelona, Espanya",Nou Barris,Economia plural,Ocupació de qualitat,8,0,27,https://decidim.barcelona/meetings/ocupacio-i-promocio-economica-l-ocupacio-juvenil
156,"Altra forma de fer economia, desenvolupament socio-econòmic local, béns comuns i la qualitat de la vida i l’emancipació de la ciutadania",,05/04/2016,"c/ Pedraforca, 2-6, 08033 Barcelona, Espanya",Nou Barris,Economia plural,"Economia cooperativa, social i solidària",16,14,48,https://decidim.barcelona/meetings/altra-forma-de-fer-economia-desenvolupament-socio-economic-local-bens-comuns-i-la-qualitat-de-la-vida-i-l-emancipacio-de-la-ciutadania
158,Pacificació de la Meridiana,L'Ajuntament de Barcelona està realitzant una diagnosi participativa sobre la situació de l'Avinguda Meridiana per emprendre un procés de transformació. Aquesta es fa per cada districte pel qual transita la via des de la Plaça de les Glòries fins a la sortida de la ciutat.,08/04/2016,"Casal de barri de Prosperitat, Plaça d'Àngel Pestaña, Barcelona, Espanya",Nou Barris,Transició ecològica,Mobilitat sostenible,11,14,11,https://decidim.barcelona/meetings/pacificacio-de-la-meridiana-2aa4839f-eea2-4a3d-9eb9-6056b3b781b4
159,Ronda de Dalt,,30/03/2016,"Via Favència, 288, 08042 Barcelona, Barcelona, Espanya",Nou Barris,Transició ecològica,Mobilitat sostenible,10,1,14,https://decidim.barcelona/meetings/ronda-de-dalt
163,Economies comunitàries: xarxes d'intercanvis i bancs del temps	,Diagnòstic participatiu amb les anomenades Economies comunitàries amb l’objectiu de conèixer quines relacions es volen establir entre aquestes i l’Ajuntament de Barcelona per contribuir a la seva promoció i reforç tot respectant la seva autonomia i particularitats.,09/02/2016,"Centre Cultural la Violeta. Carrer de Maspons, 6, Barcelona, Espanya",,Economia plural,"Economia cooperativa, social i solidària",,2,,https://decidim.barcelona/meetings/economies-comunitaries-578447c4-d30e-46d1-972a-541f862bd447
164,Economies comunitàries: grups de consum	,Diagnòstic participatiu amb les anomenades Economies comunitàries amb l’objectiu de conèixer quines relacions es volen establir entre aquestes i l’Ajuntament de Barcelona per contribuir a la seva promoció i reforç tot respectant la seva autonomia i particularitats.,16/02/2016,"Centre Cultural la Violeta. C/Maspons, 6, 08012 La Vila de Gràcia, Barcelona, Espanya",,Economia plural,"Economia cooperativa, social i solidària",,2,,https://decidim.barcelona/meetings/economies-comunitaries-19d12d3b-4492-44a1-99a9-99e757af5752
167,"Turisme, Cultura i Patrimoni ","Grup de treball sobre els impactes dels visitants en els monuments, esdeveniments i teixit cultural a la ciutat així com les possibilitats de planificació, gestió i coordinació amb els agents.

Grup tancat",01/04/2016,"Plaça de les Glòries Catalanes, 37, 08018 Barcelona, Barcelona, Espanya",,Economia plural,Turisme sostenible,11,3,25,https://decidim.barcelona/meetings/turisme-cultura-i-patrimoni
170,Fiscalitat i retorn social de l'activitat turística	,"Debat sobre les possibilitats fiscals de les activitats i visites turístiques així com repensar els mecanismes ja existents per promoure el turisme responsable.

Grup tancat.",15/03/2016,"Barcelona Activa S A, Carrer de Roc Boronat, Barcelona, Espanya",,Economia plural,Turisme sostenible,6,6,4,https://decidim.barcelona/meetings/fiscalitat-i-retorn-social-de-l-activitat-turistica
171,Recursos i sostenibilitat en l'àmbit de la cultura. Bones pràctiques.	,Procés participatiu amb els treballadors i treballadores de cultura en el marc del Pla de Cultures,25/02/2016,"Les Rambles, 99, 08001 Barcelona, Espanya",,Bon viure,Cultura,18,13,0,https://decidim.barcelona/meetings/recursos-i-sostenibilitat-en-l-ambit-de-la-cultura-bones-practiques
172,"La gestió comunitària en els equipaments, programes i polítiques culturals	",Procés participatiu amb els treballadors i treballadores de cultura en el marc del Pla de Cultures,05/04/2016,"Les Rambles, 99, 08001 Barcelona, Espanya",,Bon viure,Cultura,2,0,,https://decidim.barcelona/meetings/la-gestio-comunitaria-en-els-equipaments-programes-i-politiques-culturals
174,Educació i Cultura	,Procés participatiu amb els treballadors i treballadores de cultura en el marc del Pla de Cultures,07/04/2016,"La Rambla, 99, Barcelona, Espanya",,Bon viure,Cultura,16,21,,https://decidim.barcelona/meetings/educacio-i-cultura
175,Nova institucionalitat en la cultura	,Procés participatiu amb els treballadors i treballadores de cultura en el marc del Pla de Cultures  ,10/03/2016,"Les Rambles, 99, Barcelona, Espanya",,Bon viure,Cultura,27,16,,https://decidim.barcelona/meetings/nova-institucionalitat-en-la-cultura
176,"Jornades  de ciutat  ""Cultura viva"".  Taller Valors i economies de la cultura",Trobada internacional per la cultura com a bé comú. http://www.cultura-viva.cat/ ,01/03/2016,"Fàbrica Fabra I Coats, Carrer de Sant Adrià, Barcelona, Espanya",,Bon viure,Cultura,26,4,30,https://decidim.barcelona/meetings/jornades-cultura-viva
177,"[Jornades  de ciutat] ""Cultura viva"" Taller de gestió comunitària","Trobada internacional per la cultura com a bé comú.

https://twitter.com/CulturaVivaBcn",01/03/2016,"Fàbrica Fabra I Coats, Carrer de Sant Adrià, Barcelona, Espanya",,Bon viure,Cultura,22,4,70,https://decidim.barcelona/meetings/jornades-cultura-viva-3402a5d1-0c47-498b-a3b1-393af33eb10c
182,"Desenvolupament econòmic, economia social i comerç de proximitat","Debat dividit en 3 grups de treball diferenciats: 1) Desenvolupament econòmic i pla de barris, 2) Economia social i nous models econòmics i 3) Comerç de proximitat. L’objectiu serà crear 3 espais on poder debatre i construir dialècticament propostes, col·laboracions i iniciatives entre actors del districte i veïnat interessat en la matèria.",03/03/2016,"Carrer dels Reis Catòlics, 16-34, Barcelona, España",Sarrià - Sant Gervasi,Economia plural,Desenvolupament i economia de proximitat,15,22,42,https://decidim.barcelona/meetings/plans-de-desenvolupament-economic-de-proximitat-de-districte-eb8f539d-0c37-48b2-b3b9-e516a74f3975
185,Mobilitat al districte: movem Barcelona!,"Espai de debat per a tractar temes entorn a la mobilitat al districte. Congestió, contaminació, camins escolars, vies d’entrada a Barcelona, foment ús transport públic sostenible...",01/04/2016,"Carrer de Jaume Piquet, 23, Barcelona, España",Sarrià - Sant Gervasi,Transició ecològica,Mobilitat sostenible,26,20,26,https://decidim.barcelona/meetings/mobilitat-per-als-joves
187,Cooperant fem les altres economies.,"Quatre taules de debat al voltant de les actuacions proposades al PAM:
1- Nova cultura socieconòmica/ visbilització/potenciar teixit social d'ECSS/pla impuls consum responsable
2-Millora finançament/suport Intercooperació
3-Coopolis, can Picó, Can Calopa...altres projectes emblemàtics/ L'ECSS als Plans de Barri i Acció Com
4- Projectes pilot",02/03/2016,"Ateneu Harmonia. Carrer de Sant Adrià, 20, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Economia plural,"Economia cooperativa, social i solidària",46,43,120,https://decidim.barcelona/meetings/una-altra-forma-de-fer-economia-desenvolupament-socio-economic-local-bens-comuns-qualitat-de-la-vida-i-l-emancipacio-de-la-ciutadania
190,Equipaments antiga Quirón,"Validar el programa funcional i acordar criteris per a l'activitat que s'hi ha de portar a terme
",09/03/2016,"Carrer de la Mare de Déu de la Salut, 87, Barcelona, Espanya",Gràcia,Transició ecològica,Urbanisme per als barris,24,5,29,https://decidim.barcelona/meetings/equipaments-antiga-quiron-59d9f3c2-8409-4b78-851b-4bd95be4cdea
191,Consell de Barri Vila de Gràcia,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019 al barri de la Vila de Gràcia,10/03/2016,"Plaça de la Vila de Gràcia, Barcelona, Espanya",Gràcia,Transició ecològica,Urbanisme per als barris,53,15,45,https://decidim.barcelona/meetings/consell-de-barri-vila-de-gracia
192,Consell de Barri Vallcarca i els Penitents,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019  al barri de Vallcarca i els Penitents,17/03/2016,"Puigmal, Avinguda de Vallcarca, 169-205, 08023 Barcelona, Barcelona, Espanya",Gràcia,Transició ecològica,Urbanisme per als barris,64,37,62,https://decidim.barcelona/meetings/consell-de-barri-vallcarca-i-els-penitents
193,Consell de Barri Camp d'en Grassot i Gràcia Nova,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019  al barri de Camp d'en Grassot i Gràcia Nova,07/03/2016,"Carrer de Sicília, 321, Barcelona, Espanya",Gràcia,Transició ecològica,Urbanisme per als barris,56,9,,https://decidim.barcelona/meetings/consell-de-barri-camp-d-en-grassot-i-gracia-nova
196,Consell sectorial de Medi Ambient,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019 relatives a l'àmbit del medi ambient,09/03/2016,"Plaça de la Vila de Gràcia, Barcelona, Espanya",Gràcia,Transició ecològica,Medi ambient i espai públic,15,12,13,https://decidim.barcelona/meetings/consell-sectorial-de-medi-ambient
197,Consell de Barri La Salut,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019  al barri de La Salut,14/03/2016,"Carrer del Cardener, 45, 08024 Barcelona, Barcelona, Espanya",Gràcia,Transició ecològica,Urbanisme per als barris,77,44,60,https://decidim.barcelona/meetings/consell-de-barri-la-salut
198,Innovació educativa i model educatiu," El paper de l’educació com a vehicle de transformació social és innegable. En aquest sentit és important reflexionar sobre la pràctica educativa i la innovació com a motor principal cap al tipus de societat que es vol per al futur. Com hauria de ser l’educació? És un tema que abasta l’interès, l’opinió i la implicació de tota la ciutadania. ",07/04/2016,"Plaça del Consell de la Vila, Barcelona, Espanya",Sarrià - Sant Gervasi,Bon viure,Educació i coneixement ,18,10,18,https://decidim.barcelona/meetings/educacio
199,Foment valors naturals i preservació espais verds de la ciutat: Collserola,Mesures i accions a emprendre per preservar pressió ús Collserola. Generar espai de debat i de construcció de propostes per a valorar i preservar la serralada de Collserola. Reflexionar sobre els límits de la pressió humana a la serra.,09/04/2016,"Plaça Pep Ventura, 08017 Barcelona, Espanya",Sarrià - Sant Gervasi,Transició ecològica,Urbanisme per als barris,10,10,10,https://decidim.barcelona/meetings/foment-valors-naturals-i-preservacio-espais-verds-de-la-ciutat-collserola
200,Valorem les tasques de cura,"Aproximació transversal a la cura de terceres persones, posant en valor aquesta tasca. Reconeixement de la importància de les tasques de cura en la societat
Repensar mecanismes d'assessorament i informació per a les treballadores domèstiques . Drets laborals i sindicals del col·lectiu de treballadores domèstiques.
",06/04/2016,"Avinguda de Vallcarca, 169-205, Barcelona, España",Sarrià - Sant Gervasi,Bon viure,Equitat de gènere i diversitat sexual,5,6,5,https://decidim.barcelona/meetings/col-lectiu-de-cuidadores
202,Tinença d'animals i espai públic,"El Turo Park ha vist un augment considerable de la presència de gossos en la part superior dels jardins, ocasionant problemes de convivència entre el veïnat. Obrir un espai de diàleg entorn a aquesta temàtica ha de servir per a trobar punts de consens i iniciatives compartides de cara al bon viure i a la preservació dels espais públics naturals.",02/04/2016,"Avda. de Pau Casals, 19, 08021 Barcelona, Espanya",Sarrià - Sant Gervasi,Bon viure,Convivència i seguretat,36,9,40,https://decidim.barcelona/meetings/convivencia-i-comunitat-i-neteja-animals-de-companyia
